customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_label
CLR-03570,99,10,1099.39,3,4,4,11,Loyal Customers
CLR-03571,18,2,151.76,5,1,1,7,New Customers
CLR-03572,31,3,165.34,4,2,1,7,New Customers
CLR-03573,66,7,669.64,4,3,3,10,Loyal Customers
CLR-03574,13,2,226.8,5,1,1,7,New Customers
CLR-03575,360,11,1357.35,2,4,4,10,At Risk
CLR-03576,522,6,449.4,1,3,2,6,Other
CLR-03577,145,16,2081.77,3,5,5,13,Loyal Customers
CLR-03578,31,1,53.13,4,1,1,6,New Customers
CLR-03579,196,6,535.09,2,3,3,8,At Risk
CLR-03580,26,1,209.7,5,1,1,7,New Customers
CLR-03581,494,9,919.04,1,4,4,9,At Risk
CLR-03582,189,8,1015.44,2,4,4,10,At Risk
CLR-03583,437,2,398.32,1,1,2,4,Lost
CLR-03584,60,2,267.98,4,1,2,7,New Customers
CLR-03585,160,6,570.03,3,3,3,9,Loyal Customers
CLR-03586,402,5,285.91,1,3,2,6,Other
CLR-03587,21,6,512.13,5,3,2,10,Potential Loyalists
CLR-03588,44,3,359.57,4,2,2,8,New Customers
CLR-03589,243,5,688.67,2,3,3,8,At Risk
CLR-03590,15,2,178.62,5,1,1,7,New Customers
CLR-03591,33,28,3304.36,4,5,5,14,Champions
CLR-03592,24,7,738.52,5,3,3,11,Loyal Customers
CLR-03593,101,1,23.9,3,1,1,5,Other
CLR-03595,204,10,721.98,2,4,3,9,At Risk
CLR-03596,10,10,873.47,5,4,3,12,Loyal Customers
CLR-03597,21,20,2357.64,5,5,5,15,Champions
CLR-03598,121,5,530.46,3,3,2,8,Potential Loyalists
CLR-03599,221,1,137.8,2,1,1,4,Lost
CLR-03600,8,37,4359.36,5,5,5,15,Champions
CLR-03601,23,3,206.56,5,2,1,8,New Customers
CLR-03602,251,17,1776.71,2,5,5,12,At Risk
CLR-03603,605,4,427.6,1,2,2,5,Lost
CLR-03604,31,6,487.99,4,3,2,9,Potential Loyalists
CLR-03605,36,19,2201.1,4,5,5,14,Champions
CLR-03606,459,5,664.32,1,3,3,7,At Risk
CLR-03607,50,6,1019.62,4,3,4,11,Loyal Customers
CLR-03608,19,19,2025.99,5,5,5,15,Champions
CLR-03609,128,1,186.06,3,1,1,5,Other
CLR-03610,42,2,185.7,4,1,1,6,New Customers
CLR-03611,219,8,955.08,2,4,4,10,At Risk
CLR-03612,271,12,1673.27,2,4,5,11,At Risk
CLR-03613,65,6,605.33,4,3,3,10,Loyal Customers
CLR-03614,43,8,692.51,4,4,3,11,Loyal Customers
CLR-03615,31,5,374.86,4,3,2,9,Potential Loyalists
CLR-03616,79,5,470.96,3,3,2,8,Potential Loyalists
CLR-03617,243,2,267.8,2,1,2,5,Lost
CLR-03618,72,8,759.11,3,4,3,10,Loyal Customers
CLR-03619,19,4,345.0,5,2,2,9,New Customers
CLR-03620,121,3,280.76,3,2,2,7,Potential Loyalists
CLR-03621,95,6,393.17,3,3,2,8,Potential Loyalists
CLR-03622,406,17,1748.31,1,5,5,11,At Risk
CLR-03623,296,4,409.02,2,2,2,6,Lost
CLR-03624,132,7,391.5,3,3,2,8,Potential Loyalists
CLR-03625,971,2,581.72,1,1,3,5,Lost
CLR-03626,548,6,573.77,1,3,3,7,At Risk
CLR-03627,10,14,1400.01,5,5,4,14,Champions
CLR-03628,383,7,662.55,2,3,3,8,At Risk
CLR-03629,60,4,295.51,4,2,2,8,New Customers
CLR-03630,305,9,1254.07,2,4,4,10,At Risk
CLR-03631,62,9,763.33,4,4,3,11,Loyal Customers
CLR-03632,524,7,628.07,1,3,3,7,At Risk
CLR-03633,349,6,379.2,2,3,2,7,Other
CLR-03634,48,8,820.6,4,4,3,11,Loyal Customers
CLR-03635,592,1,122.9,1,1,1,3,Lost
CLR-03636,179,6,816.97,2,3,3,8,At Risk
CLR-03637,464,8,730.05,1,4,3,8,At Risk
CLR-03638,87,1,80.9,3,1,1,5,Other
CLR-03639,422,2,106.02,1,1,1,3,Lost
CLR-03640,272,1,79.12,2,1,1,4,Lost
CLR-03641,193,19,2083.83,2,5,5,12,At Risk
CLR-03642,385,6,980.47,1,3,4,8,At Risk
CLR-03643,15,1,149.43,5,1,1,7,New Customers
CLR-03644,62,5,872.77,4,3,3,10,Loyal Customers
CLR-03645,192,1,66.9,2,1,1,4,Lost
CLR-03646,34,10,1131.76,4,4,4,12,Champions
CLR-03647,619,8,781.9,1,4,3,8,At Risk
CLR-03648,428,10,1347.21,1,4,4,9,At Risk
CLR-03649,35,39,4076.67,4,5,5,14,Champions
CLR-03650,203,6,472.28,2,3,2,7,Other
CLR-03651,8,10,1045.8,5,4,4,13,Champions
CLR-03652,216,5,686.91,2,3,3,8,At Risk
CLR-03653,423,10,1168.19,1,4,4,9,At Risk
CLR-03654,32,6,865.23,4,3,3,10,Loyal Customers
CLR-03655,70,10,1140.41,4,4,4,12,Champions
CLR-03656,18,3,405.6,5,2,2,9,New Customers
CLR-03657,363,2,159.96,2,1,1,4,Lost
CLR-03658,60,22,1976.48,4,5,5,14,Champions
CLR-03659,42,9,853.8,4,4,3,11,Loyal Customers
CLR-03660,86,1,209.8,3,1,1,5,Other
CLR-03661,63,13,1516.34,4,5,5,14,Champions
CLR-03662,491,4,431.51,1,2,2,5,Lost
CLR-03663,153,7,1239.7,3,3,4,10,Loyal Customers
CLR-03664,10,7,685.05,5,3,3,11,Loyal Customers
CLR-03665,47,3,198.27,4,2,1,7,New Customers
CLR-03666,424,3,273.97,1,2,2,5,Lost
CLR-03667,112,2,249.7,3,1,1,5,Other
CLR-03668,8,12,1517.95,5,4,5,14,Champions
CLR-03669,1,15,1564.47,5,5,5,15,Champions
CLR-03670,204,8,895.18,2,4,3,9,At Risk
CLR-03671,640,5,707.53,1,3,3,7,At Risk
CLR-03672,53,2,184.58,4,1,1,6,New Customers
CLR-03673,138,13,1307.26,3,5,4,12,Loyal Customers
CLR-03674,283,1,206.01,2,1,1,4,Lost
CLR-03675,30,14,1668.32,4,5,5,14,Champions
CLR-03676,8,14,1325.91,5,5,4,14,Champions
CLR-03677,182,6,567.67,2,3,3,8,At Risk
CLR-03678,97,12,1135.2,3,4,4,11,Loyal Customers
CLR-03679,103,2,204.82,3,1,1,5,Other
CLR-03680,438,12,1335.37,1,4,4,9,At Risk
CLR-03681,119,2,142.02,3,1,1,5,Other
CLR-03682,9,4,464.47,5,2,2,9,New Customers
CLR-03683,81,6,411.88,3,3,2,8,Potential Loyalists
CLR-03684,75,6,732.19,3,3,3,9,Loyal Customers
CLR-03685,4,6,667.12,5,3,3,11,Loyal Customers
CLR-03686,77,8,726.63,3,4,3,10,Loyal Customers
CLR-03687,28,27,3774.93,5,5,5,15,Champions
CLR-03688,87,3,380.7,3,2,2,7,Potential Loyalists
CLR-03689,292,5,467.79,2,3,2,7,Other
CLR-03690,12,14,1482.24,5,5,5,15,Champions
CLR-03691,32,4,466.9,4,2,2,8,New Customers
CLR-03692,478,5,373.9,1,3,2,6,Other
CLR-03693,9,13,1502.21,5,5,5,15,Champions
CLR-03694,61,10,1033.55,4,4,4,12,Champions
CLR-03695,350,4,358.43,2,2,2,6,Lost
CLR-03696,25,2,136.57,5,1,1,7,New Customers
CLR-03697,426,28,2979.53,1,5,5,11,At Risk
CLR-03698,303,3,215.83,2,2,1,5,Lost
CLR-03699,192,2,92.33,2,1,1,4,Lost
CLR-03700,52,5,406.15,4,3,2,9,Potential Loyalists
CLR-03701,34,19,2656.8,4,5,5,14,Champions
CLR-03702,61,3,262.52,4,2,2,8,New Customers
CLR-03703,223,11,1474.76,2,4,5,11,At Risk
CLR-03704,275,5,508.26,2,3,2,7,Other
CLR-03705,7,14,1457.75,5,5,4,14,Champions
CLR-03706,197,6,542.08,2,3,3,8,At Risk
CLR-03707,188,10,1814.94,2,4,5,11,At Risk
CLR-03709,9,18,1508.73,5,5,5,15,Champions
CLR-03710,376,2,246.87,2,1,1,4,Lost
CLR-03711,557,10,1722.1,1,4,5,10,At Risk
CLR-03712,13,29,3495.9,5,5,5,15,Champions
CLR-03713,94,5,591.8,3,3,3,9,Loyal Customers
CLR-03714,177,1,103.41,2,1,1,4,Lost
CLR-03715,364,19,2461.24,2,5,5,12,At Risk
CLR-03716,10,2,242.27,5,1,1,7,New Customers
CLR-03717,50,1,99.92,4,1,1,6,New Customers
CLR-03718,61,22,3080.96,4,5,5,14,Champions
CLR-03719,698,3,305.67,1,2,2,5,Lost
CLR-03720,22,3,393.22,5,2,2,9,New Customers
CLR-03721,46,7,1241.0,4,3,4,11,Loyal Customers
CLR-03722,244,15,1491.56,2,5,5,12,At Risk
CLR-03723,30,11,1177.93,4,4,4,12,Champions
CLR-03724,50,11,1294.79,4,4,4,12,Champions
CLR-03725,551,8,1313.51,1,4,4,9,At Risk
CLR-03726,18,14,1497.26,5,5,5,15,Champions
CLR-03727,124,19,1727.28,3,5,5,13,Loyal Customers
CLR-03728,48,12,1340.34,4,4,4,12,Champions
CLR-03729,10,3,277.72,5,2,2,9,New Customers
CLR-03730,23,20,1827.22,5,5,5,15,Champions
CLR-03732,84,1,248.7,3,1,1,5,Other
CLR-03733,269,8,806.28,2,4,3,9,At Risk
CLR-03734,92,10,1201.5,3,4,4,11,Loyal Customers
CLR-03735,225,1,148.9,2,1,1,4,Lost
CLR-03736,23,14,1737.44,5,5,5,15,Champions
CLR-03737,83,4,271.84,3,2,2,7,Potential Loyalists
CLR-03738,1,12,1586.83,5,4,5,14,Champions
CLR-03739,83,2,198.94,3,1,1,5,Other
CLR-03740,177,2,232.8,2,1,1,4,Lost
CLR-03741,21,21,2480.87,5,5,5,15,Champions
CLR-03742,57,8,1006.46,4,4,4,12,Champions
CLR-03743,50,1,92.9,4,1,1,6,New Customers
CLR-03744,73,17,2419.77,3,5,5,13,Loyal Customers
CLR-03745,702,3,165.06,1,2,1,4,Lost
CLR-03746,457,25,3007.6,1,5,5,11,At Risk
CLR-03747,55,12,1262.73,4,4,4,12,Champions
CLR-03748,11,9,1255.29,5,4,4,13,Champions
CLR-03749,16,27,2894.09,5,5,5,15,Champions
CLR-03750,570,12,1093.47,1,4,4,9,At Risk
CLR-03751,281,9,954.17,2,4,4,10,At Risk
CLR-03752,980,1,86.9,1,1,1,3,Lost
CLR-03753,7,2,206.8,5,1,1,7,New Customers
CLR-03755,128,9,592.23,3,4,3,10,Loyal Customers
CLR-03756,8,2,148.03,5,1,1,7,New Customers
CLR-03757,3,18,1843.57,5,5,5,15,Champions
CLR-03758,20,33,4122.86,5,5,5,15,Champions
CLR-03759,56,15,1794.05,4,5,5,14,Champions
CLR-03760,76,7,1175.77,3,3,4,10,Loyal Customers
CLR-03761,120,4,294.5,3,2,2,7,Potential Loyalists
CLR-03762,588,2,242.19,1,1,1,3,Lost
CLR-03763,136,2,116.36,3,1,1,5,Other
CLR-03764,592,6,586.19,1,3,3,7,At Risk
CLR-03765,5,4,694.57,5,2,3,10,New Customers
CLR-03766,191,9,1133.96,2,4,4,10,At Risk
CLR-03767,384,6,831.0,1,3,3,7,At Risk
CLR-03768,41,11,1184.13,4,4,4,12,Champions
CLR-03769,27,4,367.96,5,2,2,9,New Customers
CLR-03770,25,1,175.8,5,1,1,7,New Customers
CLR-03771,379,3,450.5,2,2,2,6,Lost
CLR-03772,9,21,1796.84,5,5,5,15,Champions
CLR-03773,114,7,964.33,3,3,4,10,Loyal Customers
CLR-03774,223,11,1410.09,2,4,4,10,At Risk
CLR-03775,57,9,1289.18,4,4,4,12,Champions
CLR-03776,26,7,1246.94,5,3,4,12,Loyal Customers
CLR-03777,44,14,1532.28,4,5,5,14,Champions
CLR-03778,314,7,502.21,2,3,2,7,Other
CLR-03779,198,4,788.45,2,2,3,7,Lost
CLR-03780,191,8,794.11,2,4,3,9,At Risk
CLR-03781,352,8,672.1,2,4,3,9,At Risk
CLR-03782,211,12,1202.09,2,4,4,10,At Risk
CLR-03783,45,3,293.55,4,2,2,8,New Customers
CLR-03784,303,4,403.06,2,2,2,6,Lost
CLR-03785,239,2,282.7,2,1,2,5,Lost
CLR-03786,116,1,98.9,3,1,1,5,Other
CLR-03787,170,9,851.34,2,4,3,9,At Risk
CLR-03788,158,3,231.63,3,2,1,6,Other
CLR-03789,109,16,1398.93,3,5,4,12,Loyal Customers
CLR-03790,13,1,152.9,5,1,1,7,New Customers
CLR-03791,47,8,828.03,4,4,3,11,Loyal Customers
CLR-03792,40,16,1603.84,4,5,5,14,Champions
CLR-03793,59,20,2108.44,4,5,5,14,Champions
CLR-03794,3,6,718.75,5,3,3,11,Loyal Customers
CLR-03795,533,5,511.76,1,3,2,6,Other
CLR-03796,14,7,1046.18,5,3,4,12,Loyal Customers
CLR-03797,736,1,60.9,1,1,1,3,Lost
CLR-03798,38,1,50.06,4,1,1,6,New Customers
CLR-03799,384,4,418.02,1,2,2,5,Lost
CLR-03800,24,24,2729.69,5,5,5,15,Champions
CLR-03801,72,1,27.12,3,1,1,5,Other
CLR-03802,387,9,993.91,1,4,4,9,At Risk
CLR-03803,194,5,766.15,2,3,3,8,At Risk
CLR-03804,195,11,1264.89,2,4,4,10,At Risk
CLR-03805,618,1,56.86,1,1,1,3,Lost
CLR-03806,55,3,340.9,4,2,2,8,New Customers
CLR-03807,19,32,3298.71,5,5,5,15,Champions
CLR-03808,147,18,2111.86,3,5,5,13,Loyal Customers
CLR-03809,468,1,127.84,1,1,1,3,Lost
CLR-03810,8,1,119.9,5,1,1,7,New Customers
CLR-03812,725,2,299.82,1,1,2,4,Lost
CLR-03813,102,1,270.9,3,1,2,6,Potential Loyalists
CLR-03814,325,9,624.98,2,4,3,9,At Risk
CLR-03815,2,6,754.81,5,3,3,11,Loyal Customers
CLR-03816,47,18,2228.63,4,5,5,14,Champions
CLR-03817,223,2,476.33,2,1,2,5,Lost
CLR-03818,185,4,232.91,2,2,1,5,Lost
CLR-03819,31,21,2718.76,4,5,5,14,Champions
CLR-03820,484,4,1024.72,1,2,4,7,Lost
CLR-03822,12,3,608.5,5,2,3,10,New Customers
CLR-03823,992,1,21.16,1,1,1,3,Lost
CLR-03824,147,9,1162.74,3,4,4,11,Loyal Customers
CLR-03825,216,2,326.62,2,1,2,5,Lost
CLR-03826,258,2,162.11,2,1,1,4,Lost
CLR-03827,356,4,333.15,2,2,2,6,Lost
CLR-03828,225,10,991.47,2,4,4,10,At Risk
CLR-03829,717,1,125.82,1,1,1,3,Lost
CLR-03830,13,12,1348.66,5,4,4,13,Champions
CLR-03831,32,3,651.35,4,2,3,9,New Customers
CLR-03832,28,8,1431.6,5,4,4,13,Champions
CLR-03833,108,16,1863.41,3,5,5,13,Loyal Customers
CLR-03834,857,1,79.82,1,1,1,3,Lost
CLR-03835,67,4,343.6,4,2,2,8,New Customers
CLR-03836,168,2,227.82,2,1,1,4,Lost
CLR-03837,212,11,1280.41,2,4,4,10,At Risk
CLR-03838,334,4,468.85,2,2,2,6,Lost
CLR-03839,35,3,303.11,4,2,2,8,New Customers
CLR-03840,212,4,523.69,2,2,2,6,Lost
CLR-03841,412,13,1496.67,1,5,5,11,At Risk
CLR-03842,364,15,1634.39,2,5,5,12,At Risk
CLR-03843,620,9,833.08,1,4,3,8,At Risk
CLR-03844,56,7,631.3,4,3,3,10,Loyal Customers
CLR-03845,27,21,2188.56,5,5,5,15,Champions
CLR-03846,45,12,2190.04,4,4,5,13,Champions
CLR-03847,214,9,1159.17,2,4,4,10,At Risk
CLR-03848,150,2,364.7,3,1,2,6,Potential Loyalists
CLR-03849,336,4,322.23,2,2,2,6,Lost
CLR-03850,20,1,114.9,5,1,1,7,New Customers
CLR-03851,272,1,53.91,2,1,1,4,Lost
CLR-03852,0,1,152.9,5,1,1,7,New Customers
CLR-03853,247,3,456.81,2,2,2,6,Lost
CLR-03854,425,5,647.73,1,3,3,7,At Risk
CLR-03855,0,15,1354.72,5,5,4,14,Champions
CLR-03856,13,8,945.73,5,4,4,13,Champions
CLR-03857,69,1,123.8,4,1,1,6,New Customers
CLR-03858,116,1,131.9,3,1,1,5,Other
CLR-03859,49,8,1083.6,4,4,4,12,Champions
CLR-03860,12,4,472.04,5,2,2,9,New Customers
CLR-03861,84,24,2611.6,3,5,5,13,Loyal Customers
CLR-03862,56,6,744.46,4,3,3,10,Loyal Customers
CLR-03863,353,10,1179.17,2,4,4,10,At Risk
CLR-03864,670,3,465.22,1,2,2,5,Lost
CLR-03865,574,3,755.94,1,2,3,6,Lost
CLR-03866,226,3,534.93,2,2,3,7,Lost
CLR-03867,254,12,1133.81,2,4,4,10,At Risk
CLR-03869,115,4,405.56,3,2,2,7,Potential Loyalists
CLR-03870,519,1,70.9,1,1,1,3,Lost
CLR-03871,334,6,782.83,2,3,3,8,At Risk
CLR-03872,40,2,152.93,4,1,1,6,New Customers
CLR-03873,366,6,494.81,2,3,2,7,Other
CLR-03874,468,5,430.59,1,3,2,6,Other
CLR-03875,36,16,2285.61,4,5,5,14,Champions
CLR-03876,412,2,314.26,1,1,2,4,Lost
CLR-03877,132,15,2101.17,3,5,5,13,Loyal Customers
CLR-03878,638,2,243.8,1,1,1,3,Lost
CLR-03879,23,12,1341.78,5,4,4,13,Champions
CLR-03880,237,8,1130.86,2,4,4,10,At Risk
CLR-03881,114,3,381.6,3,2,2,7,Potential Loyalists
CLR-03882,67,18,1602.23,4,5,5,14,Champions
CLR-03883,463,6,884.13,1,3,3,7,At Risk
CLR-03884,675,2,209.16,1,1,1,3,Lost
CLR-03885,69,4,500.25,4,2,2,8,New Customers
CLR-03886,84,4,460.47,3,2,2,7,Potential Loyalists
CLR-03887,508,5,816.16,1,3,3,7,At Risk
CLR-03888,5,4,1050.07,5,2,4,11,New Customers
CLR-03889,51,9,1161.13,4,4,4,12,Champions
CLR-03890,61,7,917.55,4,3,4,11,Loyal Customers
CLR-03891,73,7,655.08,3,3,3,9,Loyal Customers
CLR-03892,474,2,284.82,1,1,2,4,Lost
CLR-03893,205,7,953.51,2,3,4,9,At Risk
CLR-03894,108,3,463.57,3,2,2,7,Potential Loyalists
CLR-03895,58,6,691.36,4,3,3,10,Loyal Customers
CLR-03896,143,1,152.01,3,1,1,5,Other
CLR-03897,26,7,777.28,5,3,3,11,Loyal Customers
CLR-03898,66,7,566.27,4,3,3,10,Loyal Customers
CLR-03899,116,5,291.85,3,3,2,8,Potential Loyalists
CLR-03900,97,4,570.86,3,2,3,8,Potential Loyalists
CLR-03901,168,5,426.37,2,3,2,7,Other
CLR-03902,87,4,317.82,3,2,2,7,Potential Loyalists
CLR-03903,142,28,3260.24,3,5,5,13,Loyal Customers
CLR-03904,91,3,492.5,3,2,2,7,Potential Loyalists
CLR-03905,396,7,909.17,1,3,4,8,At Risk
CLR-03906,4,2,345.6,5,1,2,8,New Customers
CLR-03907,14,27,3484.87,5,5,5,15,Champions
CLR-03908,16,7,1026.44,5,3,4,12,Loyal Customers
CLR-03909,20,7,876.49,5,3,3,11,Loyal Customers
CLR-03910,4,13,1837.32,5,5,5,15,Champions
CLR-03911,202,10,1087.31,2,4,4,10,At Risk
CLR-03912,15,6,559.39,5,3,3,11,Loyal Customers
CLR-03913,525,3,934.99,1,2,4,7,Lost
CLR-03914,111,9,1346.0,3,4,4,11,Loyal Customers
CLR-03915,47,7,990.77,4,3,4,11,Loyal Customers
CLR-03916,21,24,2048.65,5,5,5,15,Champions
CLR-03917,202,7,1041.65,2,3,4,9,At Risk
CLR-03918,87,24,2928.35,3,5,5,13,Loyal Customers
CLR-03919,499,12,1480.17,1,4,5,10,At Risk
CLR-03920,194,12,1570.36,2,4,5,11,At Risk
CLR-03921,406,6,476.05,1,3,2,6,Other
CLR-03922,598,3,337.24,1,2,2,5,Lost
CLR-03923,111,12,2030.92,3,4,5,12,Loyal Customers
CLR-03924,600,5,437.62,1,3,2,6,Other
CLR-03925,96,9,899.13,3,4,3,10,Loyal Customers
CLR-03926,781,2,124.52,1,1,1,3,Lost
CLR-03927,34,4,357.19,4,2,2,8,New Customers
CLR-03928,543,11,1559.17,1,4,5,10,At Risk
CLR-03929,51,10,1207.94,4,4,4,12,Champions
CLR-03930,168,10,2158.67,2,4,5,11,At Risk
CLR-03931,245,7,566.27,2,3,3,8,At Risk
CLR-03932,20,8,842.43,5,4,3,12,Loyal Customers
CLR-03933,340,5,1034.65,2,3,4,9,At Risk
CLR-03935,211,9,1118.46,2,4,4,10,At Risk
CLR-03936,65,19,1936.38,4,5,5,14,Champions
CLR-03937,47,8,421.08,4,4,2,10,Potential Loyalists
CLR-03938,72,2,217.31,3,1,1,5,Other
CLR-03939,170,10,1475.49,2,4,5,11,At Risk
CLR-03940,202,7,981.18,2,3,4,9,At Risk
CLR-03941,12,26,2212.55,5,5,5,15,Champions
CLR-03942,57,13,1270.11,4,5,4,13,Champions
CLR-03943,168,6,705.08,2,3,3,8,At Risk
CLR-03944,54,20,2168.97,4,5,5,14,Champions
CLR-03946,191,12,1239.02,2,4,4,10,At Risk
CLR-03947,224,16,1893.84,2,5,5,12,At Risk
CLR-03948,108,2,96.51,3,1,1,5,Other
CLR-03949,10,19,2120.43,5,5,5,15,Champions
CLR-03950,240,8,901.97,2,4,4,10,At Risk
CLR-03951,76,8,834.25,3,4,3,10,Loyal Customers
CLR-03952,236,5,632.93,2,3,3,8,At Risk
CLR-03953,359,3,177.33,2,2,1,5,Lost
CLR-03954,559,2,156.61,1,1,1,3,Lost
CLR-03955,342,4,737.32,2,2,3,7,Lost
CLR-03956,71,11,1590.74,3,4,5,12,Loyal Customers
CLR-03957,369,7,426.5,2,3,2,7,Other
CLR-03958,129,1,74.9,3,1,1,5,Other
CLR-03959,656,8,993.77,1,4,4,9,At Risk
CLR-03960,176,3,282.12,2,2,2,6,Lost
CLR-03962,285,1,165.5,2,1,1,4,Lost
CLR-03963,94,17,1604.95,3,5,5,13,Loyal Customers
CLR-03964,11,8,880.02,5,4,3,12,Loyal Customers
CLR-03965,144,7,796.23,3,3,3,9,Loyal Customers
CLR-03966,470,5,486.28,1,3,2,6,Other
CLR-03967,658,4,295.96,1,2,2,5,Lost
CLR-03968,176,10,959.29,2,4,4,10,At Risk
CLR-03969,326,11,1257.98,2,4,4,10,At Risk
CLR-03970,37,8,779.15,4,4,3,11,Loyal Customers
CLR-03971,516,8,647.66,1,4,3,8,At Risk
CLR-03972,127,4,474.43,3,2,2,7,Potential Loyalists
CLR-03973,505,3,147.26,1,2,1,4,Lost
CLR-03974,21,14,1703.25,5,5,5,15,Champions
CLR-03975,56,24,2796.97,4,5,5,14,Champions
CLR-03976,836,2,235.72,1,1,1,3,Lost
CLR-03977,240,1,71.32,2,1,1,4,Lost
CLR-03978,193,1,52.9,2,1,1,4,Lost
CLR-03979,83,6,476.25,3,3,2,8,Potential Loyalists
CLR-03980,25,4,468.45,5,2,2,9,New Customers
CLR-03981,53,6,1079.95,4,3,4,11,Loyal Customers
CLR-03982,19,25,2029.31,5,5,5,15,Champions
CLR-03983,153,11,903.14,3,4,4,11,Loyal Customers
CLR-03984,446,5,817.84,1,3,3,7,At Risk
CLR-03985,27,3,380.31,5,2,2,9,New Customers
CLR-03986,479,8,649.36,1,4,3,8,At Risk
CLR-03987,55,12,1662.93,4,4,5,13,Champions
CLR-03988,37,4,554.75,4,2,3,9,New Customers
CLR-03989,493,4,516.15,1,2,2,5,Lost
CLR-03990,538,5,746.27,1,3,3,7,At Risk
CLR-03991,409,7,942.4,1,3,4,8,At Risk
CLR-03992,6,21,2872.47,5,5,5,15,Champions
CLR-03993,43,1,25.52,4,1,1,6,New Customers
CLR-03994,56,5,654.42,4,3,3,10,Loyal Customers
CLR-03995,414,11,1486.9,1,4,5,10,At Risk
CLR-03996,426,2,176.63,1,1,1,3,Lost
CLR-03997,63,4,530.66,4,2,2,8,New Customers
CLR-03998,959,1,129.03,1,1,1,3,Lost
CLR-03999,170,4,585.6,2,2,3,7,Lost
CLR-04000,48,4,507.05,4,2,2,8,New Customers
CLR-04001,12,5,704.18,5,3,3,11,Loyal Customers
CLR-04002,63,8,948.65,4,4,4,12,Champions
CLR-04003,257,2,346.7,2,1,2,5,Lost
CLR-04004,51,14,1256.3,4,5,4,13,Champions
CLR-04005,285,3,496.82,2,2,2,6,Lost
CLR-04006,21,8,984.4,5,4,4,13,Champions
CLR-04007,274,1,57.9,2,1,1,4,Lost
CLR-04008,909,1,42.33,1,1,1,3,Lost
CLR-04009,83,9,764.49,3,4,3,10,Loyal Customers
CLR-04010,101,13,927.24,3,5,4,12,Loyal Customers
CLR-04012,16,9,1058.16,5,4,4,13,Champions
CLR-04013,510,7,881.36,1,3,3,7,At Risk
CLR-04014,153,2,298.8,3,1,2,6,Potential Loyalists
CLR-04016,46,10,1182.17,4,4,4,12,Champions
CLR-04017,9,16,1835.53,5,5,5,15,Champions
CLR-04018,41,16,1720.99,4,5,5,14,Champions
CLR-04019,24,8,1187.91,5,4,4,13,Champions
CLR-04020,7,2,146.51,5,1,1,7,New Customers
CLR-04021,69,1,193.8,4,1,1,6,New Customers
CLR-04023,27,13,1491.38,5,5,5,15,Champions
CLR-04024,63,6,686.86,4,3,3,10,Loyal Customers
CLR-04025,211,6,852.65,2,3,3,8,At Risk
CLR-04026,43,23,2972.31,4,5,5,14,Champions
CLR-04027,24,2,215.02,5,1,1,7,New Customers
CLR-04028,378,3,473.12,2,2,2,6,Lost
CLR-04029,804,2,229.6,1,1,1,3,Lost
CLR-04030,165,15,1350.8,2,5,4,11,At Risk
CLR-04032,47,7,763.14,4,3,3,10,Loyal Customers
CLR-04033,215,9,1017.52,2,4,4,10,At Risk
CLR-04034,48,14,1850.0,4,5,5,14,Champions
CLR-04035,703,1,77.9,1,1,1,3,Lost
CLR-04036,284,3,663.06,2,2,3,7,Lost
CLR-04037,12,5,617.46,5,3,3,11,Loyal Customers
CLR-04038,234,9,1368.53,2,4,4,10,At Risk
CLR-04039,226,6,676.17,2,3,3,8,At Risk
CLR-04040,14,9,1148.92,5,4,4,13,Champions
CLR-04041,156,5,782.97,3,3,3,9,Loyal Customers
CLR-04042,82,1,80.91,3,1,1,5,Other
CLR-04043,28,9,930.7,5,4,4,13,Champions
CLR-04044,54,7,1034.75,4,3,4,11,Loyal Customers
CLR-04045,238,3,763.29,2,2,3,7,Lost
CLR-04046,7,9,859.15,5,4,3,12,Loyal Customers
CLR-04048,161,3,338.94,3,2,2,7,Potential Loyalists
CLR-04049,108,7,655.44,3,3,3,9,Loyal Customers
CLR-04050,48,7,922.59,4,3,4,11,Loyal Customers
CLR-04051,200,5,737.88,2,3,3,8,At Risk
CLR-04052,201,6,598.75,2,3,3,8,At Risk
CLR-04053,47,1,99.33,4,1,1,6,New Customers
CLR-04054,36,2,143.8,4,1,1,6,New Customers
CLR-04055,478,15,1739.96,1,5,5,11,At Risk
CLR-04056,56,3,222.82,4,2,1,7,New Customers
CLR-04057,445,18,1931.39,1,5,5,11,At Risk
CLR-04058,21,11,1551.77,5,4,5,14,Champions
CLR-04059,55,5,567.8,4,3,3,10,Loyal Customers
CLR-04060,439,8,794.76,1,4,3,8,At Risk
CLR-04061,122,7,1001.61,3,3,4,10,Loyal Customers
CLR-04062,102,9,999.07,3,4,4,11,Loyal Customers
CLR-04063,257,12,1602.32,2,4,5,11,At Risk
CLR-04064,105,11,972.23,3,4,4,11,Loyal Customers
CLR-04065,50,7,859.63,4,3,3,10,Loyal Customers
CLR-04066,352,3,438.49,2,2,2,6,Lost
CLR-04067,364,2,307.45,2,1,2,5,Lost
CLR-04068,247,25,3253.99,2,5,5,12,At Risk
CLR-04069,31,12,1570.68,4,4,5,13,Champions
CLR-04070,0,24,2086.31,5,5,5,15,Champions
CLR-04071,8,13,1948.84,5,5,5,15,Champions
CLR-04072,15,7,542.97,5,3,3,11,Loyal Customers
