customer_id,first_purchase,last_purchase,total_transactions,total_spent,avg_order_value,days_since_last,is_churned
CLR-02333,2022-02-01,2024-12-17,21,3629.54,172.84,14,False
CLR-02334,2023-04-08,2024-08-29,7,797.08,113.87,124,False
CLR-02335,2022-11-18,2023-07-28,4,377.68,94.42,522,True
CLR-02336,2022-08-04,2022-08-04,1,66.32,66.32,880,True
CLR-02337,2022-01-07,2024-09-16,24,3314.07,138.09,106,False
CLR-02338,2022-04-07,2024-12-31,22,1880.29,85.47,0,False
CLR-02339,2022-01-07,2024-10-31,30,3031.76,101.06,61,False
CLR-02340,2022-03-31,2024-12-03,7,701.13,100.16,28,False
CLR-02341,2022-02-28,2024-12-23,9,1098.17,122.02,8,False
CLR-02342,2024-04-01,2024-12-11,7,738.01,105.43,20,False
CLR-02343,2023-03-17,2024-08-17,4,391.28,97.82,136,False
CLR-02344,2022-02-07,2024-06-26,17,1875.58,110.33,188,True
CLR-02345,2023-12-07,2024-12-30,10,1477.19,147.72,1,False
CLR-02346,2022-05-16,2024-05-24,6,813.34,135.56,221,True
CLR-02347,2022-09-17,2023-03-14,3,306.18,102.06,658,True
CLR-02348,2022-08-12,2024-01-15,5,1012.75,202.55,351,True
CLR-02350,2022-08-09,2024-07-30,8,1142.9,142.86,154,False
CLR-02351,2024-03-28,2024-12-27,3,392.15,130.72,4,False
CLR-02352,2022-05-25,2024-12-01,10,1202.6,120.26,30,False
CLR-02353,2022-04-23,2024-01-28,3,329.96,109.99,338,True
CLR-02354,2022-05-08,2024-05-23,7,832.47,118.92,222,True
CLR-02355,2023-04-24,2024-11-02,7,810.45,115.78,59,False
CLR-02356,2022-06-18,2023-05-12,6,1058.37,176.4,599,True
CLR-02358,2024-10-12,2024-12-19,2,421.14,210.57,12,False
CLR-02359,2024-07-17,2024-07-17,1,53.01,53.01,167,False
CLR-02360,2022-01-28,2024-12-01,7,1223.17,174.74,30,False
CLR-02361,2024-07-12,2024-07-12,1,23.92,23.92,172,False
CLR-02362,2022-01-05,2024-11-07,21,2609.38,124.26,54,False
CLR-02363,2024-09-26,2024-09-26,1,351.8,351.8,96,False
CLR-02364,2024-10-12,2024-11-16,2,301.13,150.56,45,False
CLR-02367,2022-10-07,2024-12-29,9,939.62,104.4,2,False
CLR-02368,2024-01-01,2024-03-31,2,265.65,132.82,275,True
CLR-02369,2024-12-21,2024-12-21,1,95.8,95.8,10,False
CLR-02370,2022-01-08,2024-09-21,8,695.14,86.89,101,False
CLR-02371,2023-10-26,2024-12-15,7,707.97,101.14,16,False
CLR-02372,2022-09-29,2024-10-04,4,634.12,158.53,88,False
CLR-02373,2022-01-30,2024-09-20,24,3322.86,138.45,102,False
CLR-02374,2024-05-06,2024-11-11,7,523.6,74.8,50,False
CLR-02375,2023-11-01,2024-11-19,3,152.01,50.67,42,False
CLR-02376,2022-10-17,2024-09-20,19,1508.47,79.39,102,False
CLR-02377,2024-09-08,2024-09-08,1,124.9,124.9,114,False
CLR-02378,2022-01-04,2024-12-30,26,2637.58,101.45,1,False
CLR-02379,2022-05-13,2022-05-13,1,89.52,89.52,963,True
CLR-02380,2022-01-19,2024-11-08,23,3081.28,133.97,53,False
CLR-02381,2022-06-03,2024-06-06,6,696.92,116.15,208,True
CLR-02382,2024-01-09,2024-09-16,10,958.7,95.87,106,False
CLR-02383,2023-03-30,2024-08-15,8,683.04,85.38,138,False
CLR-02384,2022-07-19,2024-10-30,9,2298.1,255.34,62,False
CLR-02385,2024-10-17,2024-10-17,1,63.67,63.67,75,False
CLR-02386,2022-10-16,2024-12-29,15,1540.22,102.68,2,False
CLR-02387,2024-07-21,2024-07-21,1,230.26,230.26,163,False
CLR-02388,2023-11-15,2024-09-17,3,348.99,116.33,105,False
CLR-02389,2024-12-09,2024-12-09,1,54.24,54.24,22,False
CLR-02390,2023-01-11,2024-12-26,9,1139.58,126.62,5,False
CLR-02391,2023-05-20,2024-12-17,20,2144.82,107.24,14,False
CLR-02392,2023-07-13,2024-07-25,2,180.8,90.4,159,False
CLR-02393,2022-01-09,2024-11-14,16,2523.75,157.73,47,False
CLR-02394,2022-06-14,2024-08-14,11,1561.64,141.97,139,False
CLR-02395,2022-01-06,2024-08-31,15,1459.63,97.31,122,False
CLR-02396,2024-12-14,2024-12-14,1,63.9,63.9,17,False
CLR-02397,2022-03-03,2024-12-12,34,3694.47,108.66,19,False
CLR-02398,2022-01-06,2024-12-07,23,2479.98,107.83,24,False
CLR-02400,2022-03-04,2024-05-14,7,1172.78,167.54,231,True
CLR-02401,2022-01-15,2024-11-09,9,848.19,94.24,52,False
CLR-02402,2022-03-19,2024-12-25,7,577.23,82.46,6,False
CLR-02403,2022-03-17,2024-05-19,15,2224.49,148.3,226,True
CLR-02404,2022-03-16,2024-12-07,8,788.17,98.52,24,False
CLR-02405,2022-03-26,2023-07-06,10,873.91,87.39,544,True
CLR-02406,2022-02-07,2024-02-11,15,1428.14,95.21,324,True
CLR-02407,2022-11-29,2024-07-16,5,698.04,139.61,168,False
CLR-02408,2023-02-22,2024-02-26,7,704.81,100.69,309,True
CLR-02409,2023-11-19,2024-11-04,6,739.57,123.26,57,False
CLR-02410,2022-01-07,2024-11-11,14,1282.75,91.62,50,False
CLR-02411,2024-11-18,2024-12-28,3,282.67,94.22,3,False
CLR-02412,2023-07-30,2024-10-31,7,633.91,90.56,61,False
CLR-02413,2022-02-20,2024-12-07,15,1586.54,105.77,24,False
CLR-02414,2022-04-05,2023-09-16,4,244.97,61.24,472,True
CLR-02415,2023-01-03,2023-07-01,4,276.23,69.06,549,True
CLR-02416,2024-04-20,2024-12-30,4,440.57,110.14,1,False
CLR-02417,2024-06-21,2024-10-17,3,212.8,70.93,75,False
CLR-02418,2022-06-08,2024-12-13,9,1455.42,161.71,18,False
CLR-02419,2022-11-12,2023-01-17,2,180.85,90.42,714,True
CLR-02420,2023-10-08,2024-11-18,14,1568.07,112.01,43,False
CLR-02421,2024-07-17,2024-12-30,2,399.15,199.58,1,False
CLR-02422,2022-01-11,2024-12-14,21,2763.29,131.59,17,False
CLR-02423,2022-04-11,2024-10-11,8,896.04,112.0,81,False
CLR-02424,2022-12-23,2023-02-19,2,143.8,71.9,681,True
CLR-02425,2022-09-17,2024-09-07,5,459.17,91.83,115,False
CLR-02426,2023-12-17,2023-12-17,1,123.21,123.21,380,True
CLR-02427,2022-01-21,2024-03-11,5,688.01,137.6,295,True
CLR-02428,2023-11-21,2024-12-29,13,1895.4,145.8,2,False
CLR-02429,2023-07-22,2023-07-22,1,35.91,35.91,528,True
CLR-02430,2022-06-27,2024-06-11,10,840.49,84.05,203,True
CLR-02431,2022-08-10,2023-09-08,4,416.09,104.02,480,True
CLR-02432,2022-01-19,2024-08-25,11,936.37,85.12,128,False
CLR-02433,2022-01-18,2024-12-15,16,1505.04,94.06,16,False
CLR-02434,2023-08-22,2024-12-12,5,607.03,121.41,19,False
CLR-02435,2022-06-21,2024-04-05,13,1432.18,110.17,270,True
CLR-02436,2022-02-08,2024-05-20,8,722.59,90.32,225,True
CLR-02437,2023-07-14,2024-12-30,6,721.3,120.22,1,False
CLR-02439,2023-01-05,2024-08-28,2,125.43,62.72,125,False
CLR-02440,2024-06-12,2024-12-21,2,150.96,75.48,10,False
CLR-02441,2022-07-31,2024-11-30,16,2016.38,126.02,31,False
CLR-02442,2022-01-14,2024-09-18,10,1322.41,132.24,104,False
CLR-02443,2022-06-27,2023-10-12,9,1373.71,152.63,446,True
CLR-02445,2022-01-13,2024-10-05,7,1122.89,160.41,87,False
CLR-02446,2022-11-10,2022-11-10,1,40.53,40.53,782,True
CLR-02447,2022-04-05,2024-12-18,9,1030.59,114.51,13,False
CLR-02448,2022-04-01,2024-08-03,11,1082.79,98.44,150,False
CLR-02449,2022-02-16,2024-11-27,24,2634.98,109.79,34,False
CLR-02450,2022-06-25,2024-11-09,7,629.35,89.91,52,False
CLR-02451,2022-01-11,2024-12-21,23,2732.97,118.82,10,False
CLR-02452,2022-11-14,2023-01-23,2,250.94,125.47,708,True
CLR-02453,2023-06-16,2024-11-06,17,1993.55,117.27,55,False
CLR-02454,2022-02-08,2023-10-01,4,470.5,117.62,457,True
CLR-02455,2023-10-20,2024-11-25,11,1044.85,94.99,36,False
CLR-02456,2022-01-11,2023-03-24,8,888.08,111.01,648,True
CLR-02457,2022-02-23,2024-11-01,26,2798.72,107.64,60,False
CLR-02458,2022-04-15,2024-05-24,6,731.06,121.84,221,True
CLR-02459,2023-11-13,2024-11-30,6,923.68,153.95,31,False
CLR-02460,2024-06-27,2024-11-23,3,523.78,174.59,38,False
CLR-02461,2022-08-12,2023-11-01,11,1434.66,130.42,426,True
CLR-02462,2022-06-10,2024-12-05,13,1653.18,127.17,26,False
CLR-02463,2024-06-27,2024-06-27,1,65.03,65.03,187,True
CLR-02464,2022-01-19,2024-11-27,23,3115.93,135.48,34,False
CLR-02465,2022-01-09,2024-07-31,6,862.88,143.81,153,False
CLR-02466,2022-01-27,2024-06-02,9,744.96,82.77,212,True
CLR-02467,2023-06-26,2023-08-07,4,201.15,50.29,512,True
CLR-02468,2022-11-24,2023-05-31,2,248.77,124.38,580,True
CLR-02469,2024-11-01,2024-11-01,1,71.32,71.32,60,False
CLR-02470,2024-07-15,2024-07-15,1,103.84,103.84,169,False
CLR-02471,2022-06-19,2024-01-04,6,544.12,90.69,362,True
CLR-02472,2022-02-26,2023-05-04,5,678.79,135.76,607,True
CLR-02473,2024-07-12,2024-07-12,1,42.9,42.9,172,False
CLR-02474,2022-07-10,2024-08-18,8,915.1,114.39,135,False
CLR-02475,2023-04-03,2023-11-20,4,580.43,145.11,407,True
CLR-02476,2022-01-07,2024-12-26,17,1889.35,111.14,5,False
CLR-02477,2023-12-10,2024-09-30,3,431.6,143.87,92,False
CLR-02478,2023-05-17,2024-04-26,5,712.04,142.41,249,True
CLR-02479,2023-01-15,2024-12-28,3,416.0,138.67,3,False
CLR-02480,2022-01-13,2024-04-22,13,977.63,75.2,253,True
CLR-02481,2022-01-24,2024-12-10,6,745.19,124.2,21,False
CLR-02482,2022-01-23,2023-05-14,8,866.42,108.3,597,True
CLR-02483,2022-04-11,2024-09-12,11,1173.64,106.69,110,False
CLR-02484,2022-03-16,2022-03-16,1,90.02,90.02,1021,True
CLR-02485,2024-09-24,2024-09-24,1,61.12,61.12,98,False
CLR-02486,2022-04-01,2023-04-19,4,404.81,101.2,622,True
CLR-02487,2022-05-25,2024-09-25,12,1465.1,122.09,97,False
CLR-02488,2024-09-20,2024-12-16,4,905.23,226.31,15,False
CLR-02489,2022-11-19,2024-11-19,9,1336.42,148.49,42,False
CLR-02490,2024-02-06,2024-08-23,4,520.62,130.16,130,False
CLR-02491,2022-01-05,2024-08-15,8,762.83,95.35,138,False
CLR-02492,2024-11-06,2024-11-06,1,75.51,75.51,55,False
CLR-02493,2024-03-20,2024-12-16,3,375.7,125.23,15,False
CLR-02494,2022-01-13,2024-12-26,33,3798.59,115.11,5,False
CLR-02495,2024-07-03,2024-07-03,1,57.51,57.51,181,True
CLR-02496,2023-01-14,2024-10-18,5,1067.08,213.42,74,False
CLR-02497,2023-07-20,2023-09-17,2,80.01,40.0,471,True
CLR-02498,2023-11-23,2024-10-12,5,855.44,171.09,80,False
CLR-02499,2022-04-18,2024-07-09,6,550.98,91.83,175,False
CLR-02500,2022-01-28,2024-01-09,12,1148.5,95.71,357,True
CLR-02501,2022-02-18,2024-03-22,6,829.3,138.22,284,True
CLR-02502,2024-04-06,2024-07-27,2,184.11,92.06,157,False
CLR-02503,2024-05-28,2024-12-27,4,670.22,167.56,4,False
CLR-02504,2022-06-18,2023-07-14,4,423.26,105.82,536,True
CLR-02505,2022-01-21,2024-11-03,7,824.26,117.75,58,False
CLR-02506,2022-05-10,2024-09-04,6,815.16,135.86,118,False
CLR-02507,2022-06-26,2024-12-28,18,1606.46,89.25,3,False
CLR-02508,2022-01-03,2024-09-01,6,410.51,68.42,121,False
CLR-02509,2022-01-07,2023-03-16,3,437.23,145.74,656,True
CLR-02510,2022-05-05,2023-11-13,4,456.25,114.06,414,True
CLR-02511,2022-05-20,2024-12-13,7,907.21,129.6,18,False
CLR-02512,2023-05-24,2024-07-15,5,950.62,190.12,169,False
CLR-02513,2022-01-01,2024-09-02,8,915.79,114.47,120,False
CLR-02514,2022-07-18,2024-07-24,10,1153.01,115.3,160,False
CLR-02515,2022-02-22,2024-09-30,18,3000.37,166.69,92,False
CLR-02516,2024-04-07,2024-12-14,5,801.63,160.33,17,False
CLR-02517,2022-04-12,2024-04-12,13,1056.36,81.26,263,True
CLR-02518,2022-08-16,2024-01-06,6,726.71,121.12,360,True
CLR-02519,2022-01-18,2024-07-06,10,1171.27,117.13,178,False
CLR-02520,2022-04-22,2024-08-06,6,766.86,127.81,147,False
CLR-02521,2023-01-20,2023-01-20,1,102.13,102.13,711,True
CLR-02522,2022-08-17,2024-08-06,5,615.47,123.09,147,False
CLR-02523,2022-03-26,2024-12-17,10,1137.35,113.74,14,False
CLR-02524,2022-02-20,2024-05-15,12,1173.51,97.79,230,True
CLR-02525,2023-05-26,2024-11-25,7,650.25,92.89,36,False
CLR-02526,2022-01-08,2024-06-16,11,902.81,82.07,198,True
CLR-02527,2023-06-19,2023-06-19,1,35.61,35.61,561,True
CLR-02528,2022-04-05,2023-08-29,8,1350.73,168.84,490,True
CLR-02529,2023-09-25,2024-08-23,3,259.41,86.47,130,False
CLR-02530,2022-01-24,2024-11-05,15,1558.83,103.92,56,False
CLR-02531,2022-07-02,2023-02-12,3,348.42,116.14,688,True
CLR-02532,2022-01-10,2024-10-28,20,2719.31,135.97,64,False
CLR-02533,2022-01-22,2023-09-01,14,1097.4,78.39,487,True
CLR-02534,2022-01-27,2022-12-29,3,236.86,78.95,733,True
CLR-02535,2023-09-08,2024-11-30,4,477.65,119.41,31,False
CLR-02536,2023-10-06,2024-12-18,9,850.75,94.53,13,False
CLR-02537,2022-03-30,2024-12-23,12,2229.7,185.81,8,False
CLR-02538,2022-11-15,2024-06-17,4,423.62,105.9,197,True
CLR-02539,2022-03-16,2023-08-13,13,999.89,76.91,506,True
CLR-02540,2023-07-20,2023-07-20,1,200.43,200.43,530,True
CLR-02541,2022-01-27,2023-04-13,4,241.14,60.28,628,True
CLR-02542,2022-12-31,2024-08-28,9,1433.44,159.27,125,False
CLR-02543,2023-01-10,2024-03-15,9,1212.37,134.71,291,True
CLR-02544,2022-04-09,2024-12-30,11,1062.69,96.61,1,False
CLR-02545,2023-07-22,2024-10-11,4,457.35,114.34,81,False
CLR-02546,2022-11-15,2023-10-20,3,711.93,237.31,438,True
CLR-02547,2023-05-18,2024-11-02,7,734.37,104.91,59,False
CLR-02548,2024-06-13,2024-11-29,4,340.0,85.0,32,False
CLR-02549,2022-06-06,2024-08-26,14,1325.02,94.64,127,False
CLR-02550,2022-04-12,2023-11-02,9,961.1,106.79,425,True
CLR-02552,2022-01-15,2024-12-07,29,3346.72,115.4,24,False
CLR-02553,2024-02-21,2024-12-17,3,349.74,116.58,14,False
CLR-02554,2024-11-29,2024-11-29,1,156.9,156.9,32,False
CLR-02555,2022-01-08,2024-12-22,22,2522.85,114.68,9,False
CLR-02556,2022-01-27,2024-07-27,16,2154.28,134.64,157,False
CLR-02557,2022-09-11,2024-11-14,13,1441.28,110.87,47,False
CLR-02558,2023-06-04,2023-09-29,2,146.53,73.26,459,True
CLR-02559,2022-11-09,2024-01-10,2,165.67,82.84,356,True
CLR-02560,2023-02-08,2024-07-28,2,100.11,50.06,156,False
CLR-02561,2024-08-08,2024-10-03,4,462.16,115.54,89,False
CLR-02562,2023-06-19,2023-06-19,1,147.73,147.73,561,True
CLR-02563,2024-01-24,2024-12-07,9,824.59,91.62,24,False
CLR-02564,2024-11-24,2024-11-24,1,111.8,111.8,37,False
CLR-02565,2024-11-03,2024-12-28,3,262.46,87.49,3,False
CLR-02566,2022-01-03,2024-12-27,25,2613.32,104.53,4,False
CLR-02567,2022-01-01,2024-03-09,11,1185.3,107.75,297,True
CLR-02568,2022-06-26,2024-11-13,5,556.22,111.24,48,False
CLR-02569,2023-12-21,2024-12-18,11,1102.48,100.23,13,False
CLR-02570,2022-05-28,2024-09-30,17,2384.05,140.24,92,False
CLR-02571,2022-01-25,2024-12-11,30,2869.75,95.66,20,False
CLR-02572,2024-11-21,2024-11-21,1,93.52,93.52,40,False
CLR-02573,2022-03-28,2024-12-21,15,2024.37,134.96,10,False
CLR-02574,2023-05-07,2024-10-21,11,2115.19,192.29,71,False
CLR-02575,2022-10-02,2023-10-09,5,808.23,161.65,449,True
CLR-02576,2024-06-15,2024-12-21,4,561.87,140.47,10,False
CLR-02577,2022-04-26,2023-01-13,3,264.73,88.24,718,True
CLR-02578,2022-08-04,2024-10-12,17,1706.46,100.38,80,False
CLR-02579,2023-10-15,2024-12-20,5,495.46,99.09,11,False
CLR-02580,2022-04-06,2024-10-17,12,1638.39,136.53,75,False
CLR-02581,2022-04-24,2023-07-08,6,382.4,63.73,542,True
CLR-02582,2022-11-07,2024-12-23,13,1737.37,133.64,8,False
CLR-02583,2022-01-14,2022-07-15,6,755.7,125.95,900,True
CLR-02584,2022-10-07,2024-09-24,9,856.73,95.19,98,False
CLR-02585,2022-04-17,2024-06-04,10,1251.27,125.13,210,True
CLR-02586,2023-10-18,2024-04-05,2,292.15,146.07,270,True
CLR-02587,2023-07-10,2024-07-09,2,289.42,144.71,175,False
CLR-02588,2024-03-20,2024-12-04,6,639.65,106.61,27,False
CLR-02589,2022-01-16,2023-07-29,13,1150.29,88.48,521,True
CLR-02590,2024-07-31,2024-12-28,3,372.7,124.23,3,False
CLR-02591,2022-04-25,2024-10-13,11,1286.44,116.95,79,False
CLR-02592,2022-02-23,2024-06-04,6,847.4,141.23,210,True
CLR-02593,2022-03-04,2024-12-08,29,3387.61,116.81,23,False
CLR-02594,2022-06-05,2023-07-20,3,157.3,52.43,530,True
CLR-02595,2022-10-08,2023-07-22,3,267.61,89.2,528,True
CLR-02596,2024-11-30,2024-11-30,1,254.24,254.24,31,False
CLR-02597,2023-10-14,2024-11-15,16,1710.0,106.88,46,False
CLR-02598,2024-05-19,2024-05-19,1,47.92,47.92,226,True
CLR-02599,2022-04-29,2024-06-28,7,753.52,107.65,186,True
CLR-02600,2022-01-23,2024-09-29,23,2010.85,87.43,93,False
CLR-02601,2023-10-28,2024-09-11,2,275.82,137.91,111,False
CLR-02602,2022-04-27,2022-09-22,3,393.73,131.24,831,True
CLR-02603,2022-06-09,2023-09-23,5,529.17,105.83,465,True
CLR-02604,2024-04-03,2024-12-14,6,1112.15,185.36,17,False
CLR-02605,2022-02-07,2024-11-13,27,2806.96,103.96,48,False
CLR-02606,2024-06-06,2024-12-09,3,191.21,63.74,22,False
CLR-02607,2023-03-03,2024-10-25,8,1217.64,152.21,67,False
CLR-02608,2023-09-29,2024-06-23,6,452.58,75.43,191,True
CLR-02609,2024-05-26,2024-12-31,5,349.3,69.86,0,False
CLR-02610,2024-06-20,2024-12-06,3,487.04,162.35,25,False
CLR-02611,2023-11-22,2024-12-21,3,901.13,300.38,10,False
CLR-02612,2024-06-18,2024-12-07,2,377.8,188.9,24,False
CLR-02614,2022-10-12,2024-12-01,7,666.79,95.26,30,False
CLR-02615,2022-04-09,2024-06-10,5,635.72,127.14,204,True
CLR-02616,2022-04-07,2023-12-17,2,315.63,157.82,380,True
CLR-02617,2023-11-12,2024-09-12,2,177.32,88.66,110,False
CLR-02618,2022-06-09,2024-09-09,7,773.69,110.53,113,False
CLR-02619,2022-06-26,2024-12-14,3,156.5,52.17,17,False
CLR-02620,2024-12-29,2024-12-29,1,144.9,144.9,2,False
CLR-02621,2022-11-22,2024-12-30,20,2386.97,119.35,1,False
CLR-02622,2024-06-18,2024-12-15,7,719.8,102.83,16,False
CLR-02623,2022-12-16,2024-07-09,6,614.95,102.49,175,False
CLR-02624,2022-03-16,2023-07-24,7,405.74,57.96,526,True
CLR-02625,2024-09-17,2024-09-17,1,91.9,91.9,105,False
CLR-02626,2023-10-20,2024-12-15,3,411.53,137.18,16,False
CLR-02627,2023-10-13,2024-12-16,5,553.37,110.67,15,False
CLR-02628,2023-12-10,2024-12-15,5,513.56,102.71,16,False
CLR-02629,2023-07-26,2024-12-14,3,307.42,102.47,17,False
CLR-02630,2024-07-23,2024-08-16,2,240.29,120.14,137,False
CLR-02631,2022-06-25,2024-06-20,7,761.98,108.85,194,True
CLR-02632,2022-01-17,2024-12-22,30,3595.79,119.86,9,False
CLR-02633,2023-05-25,2023-05-25,1,157.93,157.93,586,True
CLR-02634,2022-06-10,2024-12-15,17,2834.46,166.73,16,False
CLR-02635,2023-11-24,2024-11-16,6,549.54,91.59,45,False
CLR-02636,2022-12-07,2023-03-31,3,396.46,132.15,641,True
CLR-02637,2024-06-25,2024-06-25,1,139.86,139.86,189,True
CLR-02638,2023-02-17,2024-10-24,3,568.6,189.53,68,False
CLR-02639,2022-02-02,2024-12-29,14,1317.11,94.08,2,False
CLR-02640,2023-06-25,2024-07-30,7,1002.45,143.21,154,False
CLR-02641,2022-06-12,2024-05-10,8,768.18,96.02,235,True
CLR-02642,2024-09-04,2024-09-04,1,230.24,230.24,118,False
CLR-02643,2023-03-25,2024-12-30,11,1541.04,140.09,1,False
CLR-02644,2022-07-26,2023-05-03,4,424.43,106.11,608,True
CLR-02645,2022-03-01,2024-12-01,24,2937.89,122.41,30,False
CLR-02646,2024-07-23,2024-09-28,2,252.97,126.49,94,False
CLR-02647,2023-05-19,2024-10-31,3,164.2,54.73,61,False
CLR-02648,2022-01-14,2024-12-31,10,929.48,92.95,0,False
CLR-02649,2022-01-08,2024-07-14,19,2271.5,119.55,170,False
CLR-02650,2022-11-07,2024-06-05,5,632.04,126.41,209,True
CLR-02651,2023-07-19,2024-07-15,5,842.21,168.44,169,False
CLR-02652,2022-01-29,2024-11-03,27,3132.42,116.02,58,False
CLR-02653,2022-03-03,2024-06-19,3,465.42,155.14,195,True
CLR-02654,2022-07-03,2023-03-26,2,183.34,91.67,646,True
CLR-02655,2024-02-14,2024-12-05,6,1233.73,205.62,26,False
CLR-02656,2022-09-01,2024-04-12,5,863.43,172.69,263,True
CLR-02658,2022-10-27,2022-11-08,2,169.34,84.67,784,True
CLR-02660,2022-01-13,2024-01-17,7,832.78,118.97,349,True
CLR-02661,2023-11-26,2024-05-19,2,268.83,134.42,226,True
CLR-02662,2022-01-24,2024-09-06,22,2261.65,102.8,116,False
CLR-02663,2023-07-11,2023-08-09,3,261.26,87.09,510,True
CLR-02664,2022-07-19,2024-12-23,17,1475.89,86.82,8,False
CLR-02665,2022-02-13,2024-12-31,13,2102.33,161.72,0,False
CLR-02666,2022-01-21,2024-12-07,37,4989.35,134.85,24,False
CLR-02667,2022-01-26,2024-10-03,7,883.11,126.16,89,False
CLR-02668,2023-11-22,2024-09-09,4,440.28,110.07,113,False
CLR-02669,2023-11-17,2024-11-24,5,480.85,96.17,37,False
CLR-02670,2022-07-03,2024-12-17,21,2632.73,125.37,14,False
CLR-02671,2023-12-17,2024-12-31,13,1565.82,120.45,0,False
CLR-02672,2022-01-12,2024-02-25,6,639.83,106.64,310,True
CLR-02673,2022-03-21,2024-08-24,7,777.2,111.03,129,False
CLR-02674,2022-08-09,2024-12-17,10,1284.2,128.42,14,False
CLR-02676,2024-08-25,2024-08-25,1,94.9,94.9,128,False
CLR-02677,2024-08-30,2024-11-28,2,223.08,111.54,33,False
CLR-02678,2022-03-23,2024-10-24,8,909.49,113.69,68,False
CLR-02679,2022-01-13,2024-10-25,31,4005.84,129.22,67,False
CLR-02680,2022-01-06,2024-12-08,27,2596.19,96.16,23,False
CLR-02681,2022-03-10,2024-07-08,19,1790.06,94.21,176,False
CLR-02682,2024-05-08,2024-11-03,2,263.78,131.89,58,False
CLR-02683,2022-01-04,2024-12-13,15,1554.96,103.66,18,False
CLR-02684,2022-02-15,2024-12-11,9,815.25,90.58,20,False
CLR-02685,2023-01-15,2023-01-15,1,59.42,59.42,716,True
CLR-02686,2023-07-22,2024-11-01,6,1015.58,169.26,60,False
CLR-02687,2022-04-15,2024-11-18,14,1449.13,103.51,43,False
CLR-02688,2023-03-02,2024-10-25,5,665.49,133.1,67,False
CLR-02689,2022-01-23,2024-12-12,25,2399.05,95.96,19,False
CLR-02690,2024-07-11,2024-12-21,5,705.06,141.01,10,False
CLR-02691,2022-03-10,2023-01-24,4,343.45,85.86,707,True
CLR-02692,2022-02-01,2024-05-09,24,3369.05,140.38,236,True
CLR-02693,2022-05-11,2024-04-26,2,214.7,107.35,249,True
CLR-02694,2022-01-27,2024-12-30,15,1635.59,109.04,1,False
CLR-02695,2022-06-04,2023-06-29,6,615.88,102.65,551,True
CLR-02696,2022-01-22,2024-10-27,32,2923.92,91.37,65,False
CLR-02697,2022-02-18,2024-08-18,16,1525.28,95.33,135,False
CLR-02698,2024-09-20,2024-09-20,1,167.8,167.8,102,False
CLR-02699,2023-11-07,2024-11-18,16,1892.54,118.28,43,False
CLR-02700,2023-11-30,2024-01-03,2,272.15,136.07,363,True
CLR-02701,2022-12-11,2024-06-13,13,1238.91,95.3,201,True
CLR-02702,2022-01-23,2024-11-10,37,4872.07,131.68,51,False
CLR-02703,2023-06-23,2023-06-23,1,63.12,63.12,557,True
CLR-02704,2023-05-27,2024-06-26,3,207.61,69.2,188,True
CLR-02705,2023-04-30,2023-06-27,3,170.9,56.97,553,True
CLR-02706,2022-01-12,2024-05-31,15,2222.96,148.2,214,True
CLR-02707,2024-11-24,2024-11-24,1,123.21,123.21,37,False
CLR-02708,2023-10-25,2024-12-17,3,236.85,78.95,14,False
CLR-02709,2022-03-20,2024-01-11,3,335.58,111.86,355,True
CLR-02710,2024-09-06,2024-09-06,1,190.23,190.23,116,False
CLR-02711,2022-06-30,2024-11-30,3,161.29,53.76,31,False
CLR-02712,2023-03-24,2024-11-09,5,599.96,119.99,52,False
CLR-02713,2024-06-09,2024-11-02,3,556.04,185.35,59,False
CLR-02714,2023-09-27,2024-12-17,6,862.11,143.68,14,False
CLR-02715,2022-02-07,2024-11-30,7,922.78,131.83,31,False
CLR-02716,2022-09-25,2024-12-18,8,731.47,91.43,13,False
CLR-02718,2022-09-26,2024-09-04,6,901.97,150.33,118,False
CLR-02719,2024-01-17,2024-10-09,2,214.35,107.18,83,False
CLR-02720,2024-09-30,2024-11-26,2,619.26,309.63,35,False
CLR-02721,2022-03-09,2024-12-26,18,1989.68,110.54,5,False
CLR-02722,2024-05-15,2024-05-15,1,50.31,50.31,230,True
CLR-02723,2022-08-17,2024-07-15,5,345.96,69.19,169,False
CLR-02724,2023-05-23,2024-11-08,4,441.67,110.42,53,False
CLR-02725,2022-03-18,2024-12-20,12,1162.9,96.91,11,False
CLR-02726,2022-02-15,2024-06-24,13,1334.37,102.64,190,True
CLR-02728,2022-02-15,2024-10-07,7,574.18,82.03,85,False
CLR-02729,2023-07-21,2024-06-25,2,196.31,98.16,189,True
CLR-02730,2024-07-30,2024-09-08,2,251.52,125.76,114,False
CLR-02731,2024-04-21,2024-11-27,6,927.98,154.66,34,False
CLR-02733,2022-04-02,2024-01-31,7,846.14,120.88,335,True
CLR-02734,2022-03-21,2023-07-29,4,352.13,88.03,521,True
CLR-02735,2022-01-26,2024-10-25,15,2481.74,165.45,67,False
CLR-02736,2023-11-24,2024-11-23,8,1087.47,135.93,38,False
CLR-02737,2022-02-18,2024-12-13,14,1713.41,122.39,18,False
CLR-02738,2023-04-20,2024-11-08,6,888.28,148.05,53,False
CLR-02739,2022-03-17,2024-10-14,11,1764.62,160.42,78,False
CLR-02740,2022-01-06,2024-12-16,9,647.78,71.98,15,False
CLR-02741,2024-06-30,2024-11-23,2,222.67,111.34,38,False
