customer_id,registration_date,age_group,gender,city,region,preferred_channel,loyalty_tier,email_opt_in
CLR-00673,2019-06-18,55+,F,Nanterre,Île-de-France,omnichannel,platinum,False
CLR-00674,2020-09-04,35-44,M,Nîmes,Occitanie,online,silver,True
CLR-00675,2024-08-19,35-44,F,Saint-Étienne,Auvergne-Rhône-Alpes,store,gold,True
CLR-00676,2020-09-19,35-44,M,Caen,Normandie,store,gold,True
CLR-00677,2023-05-29,18-24,M,Nantes,Pays de la Loire,omnichannel,bronze,True
CLR-00678,2024-08-29,25-34,M,Mulhouse,Grand Est,online,bronze,False
CLR-00679,2021-06-28,45-54,F,Toulouse,Occitanie,store,silver,True
CLR-00680,2022-04-01,35-44,F,Tourcoing,Hauts-de-France,online,gold,True
CLR-00681,2020-08-29,25-34,M,Tourcoing,Hauts-de-France,store,bronze,True
CLR-00682,2022-10-08,35-44,M,Boulogne-Billancourt,Île-de-France,online,silver,True
CLR-00683,2024-05-03,55+,F,Marseille,Provence-Alpes-Côte d'Azur,store,bronze,True
CLR-00684,2019-07-21,18-24,M,Nanterre,Île-de-France,store,silver,True
CLR-00685,2023-06-24,35-44,M,Nanterre,Île-de-France,online,gold,True
CLR-00686,2019-12-15,35-44,F,Poitiers,Nouvelle-Aquitaine,online,silver,True
CLR-00687,2024-08-17,35-44,F,Cherbourg,Normandie,store,bronze,True
CLR-00688,2020-06-18,55+,M,Tourcoing,Hauts-de-France,store,silver,False
CLR-00689,2020-07-06,18-24,F,Montreuil,Île-de-France,online,silver,True
CLR-00690,2021-03-22,18-24,M,La Rochelle,Nouvelle-Aquitaine,online,silver,True
CLR-00691,2023-06-08,25-34,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,omnichannel,gold,True
CLR-00692,2021-03-14,35-44,M,Créteil,Île-de-France,omnichannel,bronze,True
CLR-00693,2021-10-05,25-34,F,Dunkerque,Hauts-de-France,online,silver,False
CLR-00694,2019-10-21,35-44,F,Orléans,Centre-Val de Loire,online,silver,True
CLR-00695,2023-10-28,25-34,F,Nîmes,Occitanie,online,bronze,True
CLR-00696,2020-01-02,55+,F,Saint-Denis,Île-de-France,store,gold,False
CLR-00697,2023-08-22,45-54,F,Bordeaux,Nouvelle-Aquitaine,online,bronze,True
CLR-00698,2023-02-05,25-34,F,Tourcoing,Hauts-de-France,store,bronze,True
CLR-00699,2021-02-19,45-54,M,Roubaix,Hauts-de-France,omnichannel,silver,False
CLR-00700,2022-11-12,25-34,F,Nîmes,Occitanie,online,bronze,True
CLR-00701,2022-06-02,25-34,F,Nantes,Pays de la Loire,omnichannel,bronze,True
CLR-00702,2022-12-03,35-44,F,Limoges,Nouvelle-Aquitaine,online,bronze,True
CLR-00703,2023-12-17,25-34,M,Pau,Nouvelle-Aquitaine,omnichannel,bronze,True
CLR-00704,2020-08-20,25-34,F,Dunkerque,Hauts-de-France,store,gold,False
CLR-00705,2019-07-03,45-54,F,La Rochelle,Nouvelle-Aquitaine,store,silver,True
CLR-00706,2021-03-28,35-44,F,Amiens,Hauts-de-France,omnichannel,bronze,True
CLR-00707,2023-03-12,45-54,M,Créteil,Île-de-France,online,silver,True
CLR-00708,2019-12-18,35-44,F,Reims,Grand Est,omnichannel,bronze,True
CLR-00709,2019-08-12,55+,F,Bordeaux,Nouvelle-Aquitaine,online,bronze,True
CLR-00710,2020-08-27,35-44,NB,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00711,2022-03-24,55+,F,Montreuil,Île-de-France,store,silver,True
CLR-00712,2022-11-07,18-24,M,Toulouse,Occitanie,omnichannel,silver,False
CLR-00713,2020-03-31,35-44,F,Créteil,Île-de-France,store,bronze,True
CLR-00714,2024-01-18,25-34,F,Saint-Denis,Île-de-France,store,bronze,True
CLR-00715,2019-04-04,35-44,M,La Rochelle,Nouvelle-Aquitaine,store,bronze,False
CLR-00716,2021-05-06,18-24,F,Poitiers,Nouvelle-Aquitaine,omnichannel,bronze,True
CLR-00717,2021-05-17,25-34,F,Créteil,Île-de-France,store,bronze,False
CLR-00718,2021-11-25,35-44,M,Reims,Grand Est,online,silver,True
CLR-00719,2020-08-01,45-54,F,Saint-Nazaire,Pays de la Loire,omnichannel,bronze,False
CLR-00720,2019-03-17,25-34,M,Auxerre,Bourgogne-Franche-Comté,online,bronze,True
CLR-00721,2019-06-28,55+,M,La Rochelle,Nouvelle-Aquitaine,store,gold,False
CLR-00722,2020-11-28,55+,F,Saint-Denis,Île-de-France,omnichannel,bronze,True
CLR-00723,2022-03-09,35-44,F,Marseille,Provence-Alpes-Côte d'Azur,online,silver,False
CLR-00724,2022-01-16,25-34,F,Grenoble,Auvergne-Rhône-Alpes,online,gold,False
CLR-00725,2024-03-19,25-34,M,Bordeaux,Nouvelle-Aquitaine,store,gold,True
CLR-00726,2019-02-04,35-44,F,Colmar,Grand Est,omnichannel,silver,True
CLR-00727,2023-05-11,35-44,F,Paris,Île-de-France,online,bronze,True
CLR-00728,2022-01-16,35-44,F,Colmar,Grand Est,store,bronze,True
CLR-00729,2023-01-15,25-34,F,Créteil,Île-de-France,store,bronze,True
CLR-00730,2019-03-20,35-44,F,Marseille,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00731,2023-05-03,18-24,F,Saint-Denis,Île-de-France,store,gold,True
CLR-00732,2023-04-09,18-24,F,Orléans,Centre-Val de Loire,online,bronze,True
CLR-00733,2020-02-12,18-24,M,Béziers,Occitanie,omnichannel,bronze,True
CLR-00734,2024-06-08,25-34,F,Saint-Denis,Île-de-France,store,bronze,True
CLR-00735,2019-12-27,35-44,M,Auxerre,Bourgogne-Franche-Comté,online,bronze,True
CLR-00736,2021-03-25,18-24,M,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00737,2024-02-19,18-24,F,Annecy,Auvergne-Rhône-Alpes,online,bronze,False
CLR-00738,2019-03-30,45-54,F,Pau,Nouvelle-Aquitaine,store,bronze,True
CLR-00739,2021-10-10,45-54,M,Paris,Île-de-France,store,silver,False
CLR-00740,2022-06-02,25-34,F,Nanterre,Île-de-France,omnichannel,platinum,True
CLR-00741,2024-06-29,45-54,F,Quimper,Bretagne,store,bronze,False
CLR-00742,2020-10-05,45-54,F,Versailles,Île-de-France,store,bronze,True
CLR-00743,2022-11-21,45-54,M,Nantes,Pays de la Loire,online,silver,True
CLR-00744,2022-12-12,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,store,platinum,True
CLR-00745,2022-05-23,25-34,F,Nîmes,Occitanie,online,platinum,False
CLR-00746,2024-08-15,55+,F,Caen,Normandie,store,silver,True
CLR-00747,2019-09-11,25-34,F,Saint-Étienne,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00748,2021-11-21,35-44,F,Bayonne,Nouvelle-Aquitaine,store,bronze,True
CLR-00749,2019-05-01,35-44,F,Mulhouse,Grand Est,store,silver,False
CLR-00750,2022-02-21,35-44,F,Dunkerque,Hauts-de-France,online,bronze,True
CLR-00751,2020-09-13,35-44,F,Limoges,Nouvelle-Aquitaine,online,silver,True
CLR-00752,2023-05-29,18-24,F,Roubaix,Hauts-de-France,omnichannel,bronze,True
CLR-00753,2020-07-16,35-44,F,Créteil,Île-de-France,store,silver,False
CLR-00754,2023-04-15,18-24,M,Paris,Île-de-France,store,gold,True
CLR-00755,2023-09-06,35-44,M,Angers,Pays de la Loire,omnichannel,silver,True
CLR-00756,2020-09-17,25-34,F,Boulogne-Billancourt,Île-de-France,online,silver,True
CLR-00757,2022-07-03,35-44,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00758,2022-09-10,25-34,F,Nanterre,Île-de-France,omnichannel,bronze,True
CLR-00759,2020-06-23,45-54,M,Perpignan,Occitanie,online,bronze,False
CLR-00760,2020-07-21,35-44,M,Nice,Provence-Alpes-Côte d'Azur,store,platinum,False
CLR-00761,2021-04-08,25-34,M,Dunkerque,Hauts-de-France,online,bronze,False
CLR-00762,2020-07-19,25-34,F,Montreuil,Île-de-France,omnichannel,silver,True
CLR-00763,2020-07-07,45-54,M,Saint-Denis,Île-de-France,online,bronze,True
CLR-00764,2020-08-17,35-44,M,Besançon,Bourgogne-Franche-Comté,online,gold,False
CLR-00765,2020-10-09,55+,F,Dunkerque,Hauts-de-France,online,silver,False
CLR-00766,2019-10-05,25-34,F,Poitiers,Nouvelle-Aquitaine,online,bronze,True
CLR-00767,2020-04-29,25-34,F,Dunkerque,Hauts-de-France,online,bronze,False
CLR-00768,2022-07-24,25-34,M,Caen,Normandie,omnichannel,gold,True
CLR-00769,2019-05-01,25-34,F,Orléans,Centre-Val de Loire,online,silver,True
CLR-00770,2022-07-29,25-34,M,Montreuil,Île-de-France,omnichannel,bronze,False
CLR-00771,2023-08-12,45-54,F,Saint-Nazaire,Pays de la Loire,store,platinum,True
CLR-00772,2023-12-20,35-44,M,Saint-Étienne,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00773,2022-01-26,45-54,F,Colmar,Grand Est,omnichannel,bronze,True
CLR-00774,2021-02-08,45-54,M,Reims,Grand Est,online,gold,True
CLR-00775,2020-06-22,45-54,M,Lille,Hauts-de-France,online,gold,True
CLR-00776,2019-04-18,45-54,F,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,True
CLR-00777,2021-08-03,35-44,F,Le Mans,Pays de la Loire,store,silver,True
CLR-00778,2021-08-09,45-54,M,Avignon,Provence-Alpes-Côte d'Azur,store,bronze,False
CLR-00779,2019-04-17,35-44,F,Montpellier,Occitanie,omnichannel,silver,True
CLR-00780,2019-11-22,55+,F,Saint-Étienne,Auvergne-Rhône-Alpes,omnichannel,silver,True
CLR-00781,2024-05-06,25-34,M,Créteil,Île-de-France,online,gold,True
CLR-00782,2024-08-19,18-24,F,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,True
CLR-00783,2024-04-04,35-44,F,Annecy,Auvergne-Rhône-Alpes,omnichannel,silver,True
CLR-00784,2023-03-12,55+,F,Créteil,Île-de-France,online,silver,True
CLR-00785,2023-05-07,35-44,M,Grenoble,Auvergne-Rhône-Alpes,online,gold,True
CLR-00786,2024-04-24,35-44,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,omnichannel,silver,True
CLR-00787,2020-11-01,55+,F,Limoges,Nouvelle-Aquitaine,omnichannel,bronze,True
CLR-00788,2021-07-15,35-44,F,Boulogne-Billancourt,Île-de-France,online,gold,False
CLR-00789,2023-08-01,25-34,F,Lille,Hauts-de-France,online,silver,False
CLR-00790,2022-01-10,18-24,F,Marseille,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00791,2021-06-30,18-24,F,Tourcoing,Hauts-de-France,omnichannel,bronze,True
CLR-00792,2021-04-10,18-24,F,Créteil,Île-de-France,omnichannel,bronze,True
CLR-00793,2019-09-28,35-44,M,Montpellier,Occitanie,omnichannel,bronze,False
CLR-00794,2023-12-05,55+,F,Nice,Provence-Alpes-Côte d'Azur,omnichannel,gold,True
CLR-00795,2024-06-29,55+,M,Pau,Nouvelle-Aquitaine,online,silver,True
CLR-00796,2022-08-23,35-44,F,Créteil,Île-de-France,omnichannel,bronze,False
CLR-00797,2024-02-18,25-34,F,Montreuil,Île-de-France,online,bronze,True
CLR-00798,2023-10-18,25-34,F,Limoges,Nouvelle-Aquitaine,store,gold,False
CLR-00799,2019-06-21,25-34,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00800,2023-04-08,25-34,F,Nanterre,Île-de-France,omnichannel,bronze,True
CLR-00801,2022-07-05,18-24,M,Créteil,Île-de-France,online,gold,True
CLR-00802,2019-06-07,55+,F,Versailles,Île-de-France,omnichannel,bronze,False
CLR-00803,2020-03-23,35-44,M,Nanterre,Île-de-France,omnichannel,gold,False
CLR-00804,2024-02-15,25-34,F,Lorient,Bretagne,online,bronze,True
CLR-00805,2021-10-03,25-34,M,Bordeaux,Nouvelle-Aquitaine,online,bronze,True
CLR-00806,2023-06-09,45-54,M,Nancy,Grand Est,online,silver,True
CLR-00807,2019-06-10,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,online,platinum,False
CLR-00808,2023-05-06,18-24,F,Annecy,Auvergne-Rhône-Alpes,store,platinum,True
CLR-00809,2019-07-21,18-24,NB,Nancy,Grand Est,store,gold,True
CLR-00810,2022-04-07,25-34,F,Montpellier,Occitanie,omnichannel,gold,False
CLR-00811,2023-06-19,45-54,F,Perpignan,Occitanie,online,bronze,True
CLR-00812,2022-03-17,25-34,F,Saint-Étienne,Auvergne-Rhône-Alpes,omnichannel,bronze,True
CLR-00813,2020-11-12,25-34,F,Versailles,Île-de-France,store,silver,True
CLR-00814,2022-04-20,45-54,F,Clermont-Ferrand,Auvergne-Rhône-Alpes,store,gold,True
CLR-00815,2019-08-12,55+,F,Nanterre,Île-de-France,store,bronze,True
CLR-00816,2020-08-05,18-24,F,Villeurbanne,Auvergne-Rhône-Alpes,online,bronze,True
CLR-00817,2024-01-25,25-34,F,Versailles,Île-de-France,omnichannel,bronze,True
CLR-00818,2024-08-12,25-34,M,Paris,Île-de-France,online,platinum,True
CLR-00819,2021-01-06,35-44,M,Lille,Hauts-de-France,store,silver,True
CLR-00820,2020-07-08,55+,F,Montreuil,Île-de-France,store,gold,True
CLR-00821,2023-08-21,45-54,F,Blois,Centre-Val de Loire,omnichannel,bronze,True
CLR-00822,2024-01-21,25-34,M,Toulon,Provence-Alpes-Côte d'Azur,omnichannel,bronze,True
CLR-00823,2021-01-02,35-44,F,Tours,Centre-Val de Loire,store,gold,True
CLR-00824,2021-04-07,45-54,F,Mulhouse,Grand Est,store,gold,True
CLR-00825,2020-01-05,55+,M,Mulhouse,Grand Est,store,gold,False
CLR-00826,2022-08-20,18-24,F,Saint-Étienne,Auvergne-Rhône-Alpes,store,silver,False
CLR-00827,2020-11-02,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,store,silver,True
CLR-00828,2020-05-21,45-54,F,Créteil,Île-de-France,online,platinum,True
CLR-00829,2020-04-12,35-44,F,Tours,Centre-Val de Loire,omnichannel,silver,True
CLR-00830,2024-01-15,35-44,F,Créteil,Île-de-France,online,bronze,True
CLR-00831,2023-01-26,25-34,M,Auxerre,Bourgogne-Franche-Comté,omnichannel,silver,True
CLR-00832,2023-04-23,35-44,M,Lille,Hauts-de-France,omnichannel,platinum,True
CLR-00833,2024-09-26,35-44,F,Villeurbanne,Auvergne-Rhône-Alpes,omnichannel,bronze,True
CLR-00834,2023-04-01,35-44,F,Angers,Pays de la Loire,store,gold,True
CLR-00835,2023-04-08,18-24,M,Vannes,Bretagne,omnichannel,bronze,True
CLR-00836,2020-11-30,45-54,F,Paris,Île-de-France,store,bronze,True
CLR-00837,2020-09-06,25-34,F,Saint-Denis,Île-de-France,omnichannel,silver,True
CLR-00838,2020-08-15,45-54,M,Orléans,Centre-Val de Loire,store,bronze,True
CLR-00839,2019-07-30,25-34,F,Amiens,Hauts-de-France,store,silver,True
CLR-00840,2022-06-15,25-34,F,Versailles,Île-de-France,omnichannel,silver,False
CLR-00841,2024-01-02,35-44,F,Metz,Grand Est,store,silver,True
CLR-00842,2021-01-10,35-44,F,Toulon,Provence-Alpes-Côte d'Azur,store,bronze,False
CLR-00843,2020-06-22,18-24,F,Paris,Île-de-France,store,bronze,True
CLR-00844,2019-01-15,25-34,M,Limoges,Nouvelle-Aquitaine,omnichannel,silver,True
CLR-00845,2021-11-02,18-24,F,Dunkerque,Hauts-de-France,online,gold,True
CLR-00846,2024-02-22,45-54,F,Bordeaux,Nouvelle-Aquitaine,online,platinum,True
CLR-00847,2024-08-04,25-34,F,Perpignan,Occitanie,store,bronze,True
CLR-00848,2024-07-14,25-34,F,Nantes,Pays de la Loire,store,gold,True
CLR-00849,2021-06-07,18-24,F,Limoges,Nouvelle-Aquitaine,online,gold,True
CLR-00850,2024-05-02,35-44,M,Nanterre,Île-de-France,online,bronze,True
CLR-00851,2023-08-07,35-44,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00852,2019-11-22,18-24,M,Clermont-Ferrand,Auvergne-Rhône-Alpes,omnichannel,platinum,False
CLR-00853,2019-01-27,45-54,F,Béziers,Occitanie,store,silver,True
CLR-00854,2022-02-13,25-34,F,Reims,Grand Est,omnichannel,bronze,True
CLR-00855,2019-07-20,35-44,F,Caen,Normandie,online,bronze,False
CLR-00856,2020-08-30,35-44,F,Limoges,Nouvelle-Aquitaine,online,platinum,True
CLR-00857,2022-11-30,18-24,M,Toulouse,Occitanie,omnichannel,silver,True
CLR-00858,2020-08-18,45-54,F,Bordeaux,Nouvelle-Aquitaine,omnichannel,silver,False
CLR-00859,2022-05-07,25-34,F,Toulouse,Occitanie,online,gold,False
CLR-00860,2019-12-26,25-34,F,Nîmes,Occitanie,omnichannel,silver,True
CLR-00861,2020-03-22,18-24,F,Toulouse,Occitanie,store,bronze,False
CLR-00862,2020-12-31,25-34,F,Versailles,Île-de-France,omnichannel,bronze,True
CLR-00863,2022-03-10,18-24,F,Boulogne-Billancourt,Île-de-France,omnichannel,gold,True
CLR-00864,2020-12-27,55+,F,Pau,Nouvelle-Aquitaine,omnichannel,bronze,False
CLR-00865,2023-01-15,55+,M,Mulhouse,Grand Est,store,platinum,True
CLR-00866,2020-01-17,45-54,M,Lyon,Auvergne-Rhône-Alpes,omnichannel,bronze,False
CLR-00867,2022-08-15,18-24,F,Roubaix,Hauts-de-France,online,bronze,False
CLR-00868,2023-04-02,45-54,NB,Nîmes,Occitanie,store,gold,True
CLR-00869,2023-10-17,25-34,M,Rennes,Bretagne,online,bronze,False
CLR-00870,2019-09-23,35-44,F,Annecy,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00871,2024-04-12,35-44,F,Saint-Denis,Île-de-France,store,bronze,True
CLR-00872,2020-05-14,55+,F,Limoges,Nouvelle-Aquitaine,store,silver,True
CLR-00873,2022-09-10,35-44,F,Roubaix,Hauts-de-France,online,silver,True
CLR-00874,2023-08-22,25-34,NB,Nanterre,Île-de-France,store,silver,False
CLR-00875,2021-05-09,35-44,M,Dunkerque,Hauts-de-France,omnichannel,silver,True
CLR-00876,2021-05-06,55+,M,Villeurbanne,Auvergne-Rhône-Alpes,online,gold,True
CLR-00877,2019-08-27,35-44,F,Nanterre,Île-de-France,omnichannel,bronze,False
CLR-00878,2019-12-26,18-24,NB,Bordeaux,Nouvelle-Aquitaine,store,bronze,True
CLR-00879,2022-03-22,25-34,F,Saint-Nazaire,Pays de la Loire,online,bronze,False
CLR-00880,2022-07-20,25-34,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,platinum,True
CLR-00881,2022-12-20,35-44,F,Besançon,Bourgogne-Franche-Comté,omnichannel,silver,True
CLR-00882,2024-07-26,18-24,F,Dijon,Bourgogne-Franche-Comté,store,bronze,True
CLR-00883,2024-07-31,18-24,M,Nanterre,Île-de-France,online,silver,True
CLR-00884,2021-01-06,18-24,M,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,gold,False
CLR-00885,2021-08-11,35-44,F,Avignon,Provence-Alpes-Côte d'Azur,store,gold,False
CLR-00886,2022-04-04,35-44,M,Villeurbanne,Auvergne-Rhône-Alpes,omnichannel,silver,True
CLR-00887,2019-01-07,55+,F,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00888,2019-04-09,55+,F,Lyon,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00889,2020-04-28,35-44,F,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00890,2023-08-26,55+,F,Orléans,Centre-Val de Loire,store,gold,True
CLR-00891,2019-07-06,55+,F,Saint-Nazaire,Pays de la Loire,online,platinum,True
CLR-00892,2022-12-03,25-34,F,Saint-Denis,Île-de-France,store,silver,False
CLR-00893,2021-05-19,35-44,F,Nanterre,Île-de-France,store,bronze,False
CLR-00894,2021-04-04,35-44,F,Nantes,Pays de la Loire,online,silver,True
CLR-00895,2022-02-27,55+,F,Cannes,Provence-Alpes-Côte d'Azur,store,gold,True
CLR-00896,2019-10-05,25-34,F,Saint-Étienne,Auvergne-Rhône-Alpes,omnichannel,silver,False
CLR-00897,2022-05-14,25-34,M,Poitiers,Nouvelle-Aquitaine,online,bronze,True
CLR-00898,2022-08-19,18-24,M,Nanterre,Île-de-France,store,bronze,False
CLR-00899,2020-04-11,45-54,F,Bordeaux,Nouvelle-Aquitaine,store,gold,True
CLR-00900,2022-10-30,25-34,F,Roubaix,Hauts-de-France,store,bronze,False
CLR-00901,2019-04-30,55+,M,Versailles,Île-de-France,online,bronze,False
CLR-00902,2021-03-05,35-44,F,Orléans,Centre-Val de Loire,store,silver,True
CLR-00903,2022-10-16,18-24,F,Roubaix,Hauts-de-France,store,bronze,True
CLR-00904,2024-05-16,25-34,F,Cannes,Provence-Alpes-Côte d'Azur,online,platinum,True
CLR-00905,2019-05-26,35-44,NB,Aix-en-Provence,Provence-Alpes-Côte d'Azur,online,silver,True
CLR-00906,2024-05-26,18-24,M,Montpellier,Occitanie,online,silver,False
CLR-00907,2024-03-01,45-54,F,Boulogne-Billancourt,Île-de-France,omnichannel,silver,True
CLR-00908,2022-10-04,55+,F,Montreuil,Île-de-France,online,bronze,True
CLR-00909,2023-08-23,25-34,F,La Rochelle,Nouvelle-Aquitaine,online,bronze,True
CLR-00910,2022-05-11,25-34,F,Lille,Hauts-de-France,store,platinum,False
CLR-00911,2022-07-16,25-34,F,Nancy,Grand Est,online,bronze,True
CLR-00912,2019-03-18,45-54,M,Nancy,Grand Est,store,silver,True
CLR-00913,2022-09-20,45-54,F,Boulogne-Billancourt,Île-de-France,store,bronze,True
CLR-00914,2019-09-29,25-34,M,Metz,Grand Est,online,bronze,False
CLR-00915,2022-02-22,55+,F,Amiens,Hauts-de-France,store,silver,False
CLR-00916,2019-05-08,45-54,F,Montreuil,Île-de-France,online,silver,True
CLR-00917,2023-03-17,55+,F,Poitiers,Nouvelle-Aquitaine,store,silver,True
CLR-00918,2020-11-10,35-44,F,Créteil,Île-de-France,online,silver,True
CLR-00919,2023-05-15,35-44,F,Nanterre,Île-de-France,omnichannel,gold,True
CLR-00920,2020-04-23,45-54,M,Boulogne-Billancourt,Île-de-France,omnichannel,bronze,True
CLR-00921,2022-07-12,35-44,M,Le Mans,Pays de la Loire,store,silver,True
CLR-00922,2022-01-17,18-24,F,Toulouse,Occitanie,online,silver,True
CLR-00923,2019-12-22,45-54,F,Tourcoing,Hauts-de-France,online,bronze,False
CLR-00924,2021-08-31,35-44,F,La Rochelle,Nouvelle-Aquitaine,store,gold,False
CLR-00925,2024-01-26,18-24,F,Nîmes,Occitanie,online,bronze,True
CLR-00926,2022-05-24,25-34,M,Montreuil,Île-de-France,store,gold,True
CLR-00927,2022-05-23,45-54,F,Boulogne-Billancourt,Île-de-France,store,bronze,False
CLR-00928,2020-04-04,25-34,M,Boulogne-Billancourt,Île-de-France,online,silver,False
CLR-00929,2019-06-03,55+,NB,Le Mans,Pays de la Loire,online,gold,True
CLR-00930,2020-01-15,25-34,M,Montpellier,Occitanie,omnichannel,gold,True
CLR-00931,2024-09-03,25-34,M,Versailles,Île-de-France,store,silver,True
CLR-00932,2024-05-30,35-44,M,Marseille,Provence-Alpes-Côte d'Azur,store,bronze,True
CLR-00933,2020-09-23,55+,F,Nanterre,Île-de-France,store,bronze,True
CLR-00934,2022-10-25,45-54,F,Montpellier,Occitanie,online,bronze,True
CLR-00935,2022-06-25,35-44,M,Versailles,Île-de-France,omnichannel,bronze,True
CLR-00936,2022-09-02,35-44,M,Montreuil,Île-de-France,online,bronze,False
CLR-00937,2020-02-07,25-34,F,Brest,Bretagne,online,bronze,False
CLR-00938,2021-04-20,45-54,F,Angers,Pays de la Loire,omnichannel,bronze,True
CLR-00939,2019-05-30,18-24,M,Bayonne,Nouvelle-Aquitaine,store,bronze,True
CLR-00940,2023-05-07,18-24,F,Versailles,Île-de-France,omnichannel,bronze,True
CLR-00941,2020-04-19,45-54,F,Bayonne,Nouvelle-Aquitaine,online,silver,True
CLR-00942,2022-06-27,45-54,M,Paris,Île-de-France,store,silver,True
CLR-00943,2019-12-23,25-34,F,Paris,Île-de-France,online,silver,False
CLR-00944,2024-03-27,35-44,F,Bourges,Centre-Val de Loire,online,gold,True
CLR-00945,2020-02-27,45-54,M,Toulouse,Occitanie,omnichannel,bronze,False
CLR-00946,2019-04-03,25-34,M,Le Mans,Pays de la Loire,online,platinum,True
CLR-00947,2022-07-02,25-34,M,Pau,Nouvelle-Aquitaine,online,bronze,True
CLR-00948,2022-08-07,25-34,F,Caen,Normandie,omnichannel,silver,False
CLR-00949,2021-02-27,35-44,F,Boulogne-Billancourt,Île-de-France,online,silver,True
CLR-00950,2022-02-07,25-34,F,Metz,Grand Est,store,platinum,True
CLR-00951,2022-07-31,25-34,F,Nanterre,Île-de-France,online,gold,True
CLR-00952,2020-04-26,18-24,M,Lorient,Bretagne,omnichannel,bronze,False
CLR-00953,2020-09-03,55+,M,Toulon,Provence-Alpes-Côte d'Azur,online,bronze,True
CLR-00954,2022-01-25,25-34,F,Boulogne-Billancourt,Île-de-France,store,gold,True
CLR-00955,2019-03-04,35-44,F,Paris,Île-de-France,online,bronze,False
CLR-00956,2021-04-26,25-34,M,Nantes,Pays de la Loire,store,silver,True
CLR-00957,2022-12-05,25-34,F,Béziers,Occitanie,store,gold,True
CLR-00958,2022-01-15,55+,F,Le Mans,Pays de la Loire,store,silver,False
CLR-00959,2022-03-06,35-44,F,Dijon,Bourgogne-Franche-Comté,omnichannel,bronze,False
CLR-00960,2020-12-02,25-34,M,Caen,Normandie,store,bronze,True
CLR-00961,2022-06-29,55+,M,Strasbourg,Grand Est,online,gold,False
CLR-00962,2022-10-19,18-24,F,Nanterre,Île-de-France,omnichannel,silver,False
CLR-00963,2023-12-23,45-54,F,Nanterre,Île-de-France,store,silver,True
CLR-00964,2020-06-16,25-34,M,Nantes,Pays de la Loire,store,silver,True
CLR-00965,2024-04-12,55+,F,Paris,Île-de-France,omnichannel,platinum,True
CLR-00966,2019-07-26,35-44,M,Créteil,Île-de-France,omnichannel,silver,False
CLR-00967,2023-04-21,55+,M,Paris,Île-de-France,online,bronze,True
CLR-00968,2019-12-19,45-54,F,Paris,Île-de-France,online,bronze,False
CLR-00969,2023-05-25,35-44,F,Perpignan,Occitanie,omnichannel,gold,True
CLR-00970,2024-01-01,18-24,F,Boulogne-Billancourt,Île-de-France,store,gold,True
CLR-00971,2022-07-03,35-44,M,Le Mans,Pays de la Loire,store,bronze,True
CLR-00972,2021-03-22,18-24,F,Nîmes,Occitanie,store,platinum,True
CLR-00973,2024-03-22,35-44,M,Nantes,Pays de la Loire,store,gold,True
CLR-00974,2020-06-23,35-44,F,Béziers,Occitanie,online,bronze,True
CLR-00975,2024-04-02,25-34,F,Rennes,Bretagne,store,bronze,True
CLR-00976,2024-02-10,55+,M,Paris,Île-de-France,omnichannel,bronze,False
CLR-00977,2024-03-21,18-24,F,Saint-Denis,Île-de-France,store,silver,True
CLR-00978,2021-08-07,35-44,M,Versailles,Île-de-France,store,silver,True
CLR-00979,2020-08-11,35-44,F,Angers,Pays de la Loire,online,silver,False
CLR-00980,2021-11-22,25-34,M,Annecy,Auvergne-Rhône-Alpes,store,bronze,True
CLR-00981,2023-05-25,35-44,F,Saint-Denis,Île-de-France,omnichannel,silver,True
CLR-00982,2022-09-15,55+,M,Limoges,Nouvelle-Aquitaine,store,silver,True
CLR-00983,2024-01-31,25-34,F,Toulon,Provence-Alpes-Côte d'Azur,online,gold,True
CLR-00984,2019-05-04,35-44,M,Blois,Centre-Val de Loire,store,bronze,True
CLR-00985,2024-04-30,35-44,F,Paris,Île-de-France,omnichannel,bronze,True
